"Chronic Absenteeism, Trend"
", Special Education Status"

"",,,"% Chronically Absent",,,,
"Cornwall School District","=""0310011""","Non-Special Education","*","*","*",0.0,"*"
"Cornwall School District","=""0310011""","Special Education","*","*","*","*","*"
"Coventry School District","=""0320011""","Non-Special Education",4.8,5.3,4.2,5.9,4.2
"Coventry School District","=""0320011""","Special Education",16.8,19.0,13.5,13.6,14.6
"Cromwell School District","=""0330011""","Non-Special Education",5.7,4.1,4.7,2.0,1.4
"Cromwell School District","=""0330011""","Special Education",10.6,9.5,12.6,10.1,4.1
"Danbury School District","=""0340011""","Non-Special Education",11.7,9.5,5.0,6.4,6.5
"Danbury School District","=""0340011""","Special Education",18.9,23.1,14.1,12.8,13.5
"Darien School District","=""0350011""","Non-Special Education",3.9,3.3,3.5,3.8,2.6
"Darien School District","=""0350011""","Special Education",5.8,5.9,4.6,7.6,5.2
"Deep River School District","=""0360011""","Non-Special Education",5.0,3.0,"*","*","*"
"Deep River School District","=""0360011""","Special Education","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Special Education","*","*","*","*","*"
"Derby School District","=""0370011""","Non-Special Education",12.0,13.0,15.0,15.7,11.8
"Derby School District","=""0370011""","Special Education",22.7,23.8,25.0,23.2,19.9
"East Granby School District","=""0400011""","Non-Special Education",5.0,6.0,5.6,6.9,5.1
"East Granby School District","=""0400011""","Special Education",7.3,15.7,"*",9.3,12.7
"East Haddam School District","=""0410011""","Non-Special Education",6.6,6.7,6.0,5.6,5.6
"East Haddam School District","=""0410011""","Special Education",16.1,13.0,10.8,13.3,10.8
"East Hampton School District","=""0420011""","Non-Special Education",5.3,5.2,6.1,7.0,6.5
"East Hampton School District","=""0420011""","Special Education",12.7,13.4,17.3,13.6,16.2
"East Hartford School District","=""0430011""","Non-Special Education",9.0,16.4,10.6,13.5,10.0
"East Hartford School District","=""0430011""","Special Education",14.0,31.8,25.0,28.6,26.6
"East Haven School District","=""0440011""","Non-Special Education",15.1,14.2,10.8,9.9,9.4
"East Haven School District","=""0440011""","Special Education",32.3,28.5,21.0,19.5,16.1
"East Lyme School District","=""0450011""","Non-Special Education",4.9,3.7,4.3,4.5,3.7
"East Lyme School District","=""0450011""","Special Education",13.5,13.3,10.7,13.3,11.0
"East Windsor School District","=""0470011""","Non-Special Education",10.4,9.1,9.3,9.0,10.7
"East Windsor School District","=""0470011""","Special Education",20.2,16.6,18.0,16.8,19.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-Special Education",15.5,75.7,18.5,33.2,35.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education",29.4,60.2,5.4,30.8,30.8
"Eastford School District","=""0390011""","Non-Special Education",5.2,4.5,6.2,7.0,"*"
"Eastford School District","=""0390011""","Special Education","*","*",0.0,0.0,"*"
"Easton School District","=""0460011""","Non-Special Education",4.0,2.9,2.3,2.5,1.6
"Easton School District","=""0460011""","Special Education","*",7.4,"*","*","*"
"Education Connection","=""2420014""","Special Education",50.0,58.1,58.3,65.4,"*"
"Ellington School District","=""0480011""","Non-Special Education",3.7,5.1,2.8,3.4,2.9
"Ellington School District","=""0480011""","Special Education",10.2,9.6,12.2,13.1,14.1
"Elm City College Preparatory School District","=""2890013""","Non-Special Education",1.3,3.4,4.4,4.1,5.2
"Elm City College Preparatory School District","=""2890013""","Special Education","*","*","*","*",11.8
"Elm City Montessori School District","=""2910013""","Non-Special Education","N/A","N/A","N/A","*",21.4
"Elm City Montessori School District","=""2910013""","Special Education","N/A","N/A","N/A","*","*"
"Enfield School District","=""0490011""","Non-Special Education",10.4,9.8,10.5,10.1,10.2
"Enfield School District","=""0490011""","Special Education",20.5,22.3,21.6,23.1,21.9
"Essex School District","=""0500011""","Non-Special Education",2.6,1.9,2.3,2.9,3.5
"Essex School District","=""0500011""","Special Education","*","*","*","*","*"
"Explorations District","=""2720013""","Non-Special Education",21.3,46.3,30.9,33.3,28.8
"Explorations District","=""2720013""","Special Education","*","*",25.0,20.0,33.3
"Fairfield School District","=""0510011""","Non-Special Education",4.7,3.1,3.1,3.3,3.2
"Fairfield School District","=""0510011""","Special Education",8.5,6.3,7.1,7.0,8.9
"Farmington School District","=""0520011""","Non-Special Education",4.8,6.0,5.4,4.7,3.2
"Farmington School District","=""0520011""","Special Education",11.3,14.5,14.1,14.3,13.5
"Franklin School District","=""0530011""","Non-Special Education","*",8.3,"*",4.3,"*"
"Franklin School District","=""0530011""","Special Education",0.0,"*",0.0,"*","*"
"Glastonbury School District","=""0540011""","Non-Special Education",2.9,2.7,2.2,2.3,2.1
"Glastonbury School District","=""0540011""","Special Education",8.5,8.8,8.9,9.2,7.8
"Granby School District","=""0560011""","Non-Special Education",4.2,4.2,4.2,4.1,4.2
"Granby School District","=""0560011""","Special Education",9.5,9.6,12.3,10.3,12.3
"Great Oaks Charter School District","=""2940013""","Non-Special Education","N/A","N/A","N/A",17.7,14.6
"Great Oaks Charter School District","=""2940013""","Special Education","N/A","N/A","N/A","*",17.6
"Greenwich School District","=""0570011""","Non-Special Education",5.1,7.5,4.2,2.6,3.2
"Greenwich School District","=""0570011""","Special Education",10.7,13.0,8.8,7.4,8.4
"Griswold School District","=""0580011""","Non-Special Education",10.1,9.5,8.3,8.5,7.7
"Griswold School District","=""0580011""","Special Education",20.3,17.8,24.3,22.2,17.3
"Groton School District","=""0590011""","Non-Special Education",12.1,11.3,10.3,10.0,9.6
"Groton School District","=""0590011""","Special Education",21.5,18.4,20.1,18.5,19.0
"Guilford School District","=""0600011""","Non-Special Education",5.0,6.1,5.0,4.0,3.7
"Guilford School District","=""0600011""","Special Education",17.8,15.2,12.9,11.2,11.7
"Hamden School District","=""0620011""","Non-Special Education",12.3,14.0,13.2,12.8,16.3
"Hamden School District","=""0620011""","Special Education",18.8,22.3,21.3,24.1,27.9
"Hampton School District","=""0630011""","Non-Special Education","*","*","*","*","*"
"Hampton School District","=""0630011""","Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Non-Special Education",24.6,23.1,23.5,23.0,19.4
"Hartford School District","=""0640011""","Special Education",33.7,34.8,42.1,38.6,35.8
"Hartland School District","=""0650011""","Non-Special Education","*",3.6,4.1,3.8,"*"
"Hartland School District","=""0650011""","Special Education","*","*","*",0.0,"*"
"Hebron School District","=""0670011""","Non-Special Education",3.3,3.0,2.0,2.3,1.5
"Hebron School District","=""0670011""","Special Education",6.8,6.5,"*","*","*"
"Highville Charter School District","=""2860013""","Non-Special Education",3.5,5.3,2.7,6.6,6.8
"Highville Charter School District","=""2860013""","Special Education","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Non-Special Education",6.7,6.3,6.0,4.8,4.1
"Integrated Day Charter School District","=""2640013""","Special Education","*",17.1,"*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Non-Special Education",7.4,9.3,9.4,11.1,7.4
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education","*","*",20.0,18.9,"*"
"Jumoke Academy District","=""2610013""","Non-Special Education",2.6,5.5,5.3,6.8,6.0
"Jumoke Academy District","=""2610013""","Special Education",0.0,"*",19.0,20.8,"*"
"Kent School District","=""0680011""","Non-Special Education",5.2,3.4,2.6,"*","*"
"Kent School District","=""0680011""","Special Education",18.8,"*","*","*","*"
"Killingly School District","=""0690011""","Non-Special Education",13.2,15.4,11.9,9.5,11.1
"Killingly School District","=""0690011""","Special Education",20.1,20.7,17.8,11.2,12.5
"Learn","=""2450014""","Non-Special Education",13.8,31.2,15.8,15.4,9.2
"Learn","=""2450014""","Special Education",18.8,34.7,18.8,19.4,15.8
"Lebanon School District","=""0710011""","Non-Special Education",9.8,12.5,7.4,6.8,5.2
"Lebanon School District","=""0710011""","Special Education",10.6,14.7,9.3,12.0,14.0
"Ledyard School District","=""0720011""","Non-Special Education",7.7,7.5,5.4,3.5,6.6
"Ledyard School District","=""0720011""","Special Education",12.2,13.9,6.9,4.2,10.1
"Lisbon School District","=""0730011""","Non-Special Education",5.2,6.4,4.0,5.2,3.9
"Lisbon School District","=""0730011""","Special Education",11.3,16.1,"*",15.2,12.2
"Litchfield School District","=""0740011""","Non-Special Education",5.7,6.8,6.7,5.1,8.3
"Litchfield School District","=""0740011""","Special Education",15.7,15.8,13.7,15.9,15.3
"Madison School District","=""0760011""","Non-Special Education",3.6,3.4,2.0,2.5,1.4
"Madison School District","=""0760011""","Special Education",7.7,5.3,4.5,5.6,5.2
"Manchester School District","=""0770011""","Non-Special Education",20.3,12.0,11.4,12.0,12.6
"Manchester School District","=""0770011""","Special Education",25.4,21.2,18.8,21.5,25.9
"Mansfield School District","=""0780011""","Non-Special Education",4.9,6.0,3.4,4.2,4.8
"Mansfield School District","=""0780011""","Special Education",6.0,5.8,9.0,9.2,6.7
"Marlborough School District","=""0790011""","Non-Special Education",3.6,3.2,1.7,4.9,3.3
"Marlborough School District","=""0790011""","Special Education",9.5,"*","*","*","*"
"Meriden School District","=""0800011""","Non-Special Education",10.4,14.6,12.6,14.1,10.0
"Meriden School District","=""0800011""","Special Education",22.9,24.8,29.3,28.1,24.5
"Middletown School District","=""0830011""","Non-Special Education",10.7,10.1,9.2,8.3,7.7
"Middletown School District","=""0830011""","Special Education",18.2,19.8,16.6,17.9,18.5
"Milford School District","=""0840011""","Non-Special Education",9.2,11.6,9.4,7.2,6.2
"Milford School District","=""0840011""","Special Education",18.1,20.7,19.5,17.7,15.2
"Monroe School District","=""0850011""","Non-Special Education",6.0,5.6,3.4,2.5,2.3
"Monroe School District","=""0850011""","Special Education",8.8,10.2,8.3,5.2,4.9
"Montville School District","=""0860011""","Non-Special Education",7.0,5.5,5.7,5.4,5.2
"Montville School District","=""0860011""","Special Education",17.8,17.7,16.0,13.9,13.6
"Naugatuck School District","=""0880011""","Non-Special Education",11.7,13.2,12.2,9.6,10.2
"Naugatuck School District","=""0880011""","Special Education",19.6,18.0,21.5,18.4,16.9
"New Beginnings Inc., Family Academy District","=""2800013""","Non-Special Education",8.3,9.2,9.9,16.8,7.0
"New Beginnings Inc., Family Academy District","=""2800013""","Special Education","*","*","*",20.0,"*"
"New Britain School District","=""0890011""","Non-Special Education",25.7,23.5,17.6,19.5,16.3
"New Britain School District","=""0890011""","Special Education",31.7,31.3,27.4,26.9,26.3
"New Canaan School District","=""0900011""","Non-Special Education",9.0,4.1,2.5,2.5,1.8
"New Canaan School District","=""0900011""","Special Education",9.7,6.7,5.1,5.7,8.0
"New Fairfield School District","=""0910011""","Non-Special Education",6.9,5.3,3.8,2.3,2.7
"New Fairfield School District","=""0910011""","Special Education",16.6,12.0,11.0,8.9,7.0
"New Hartford School District","=""0920011""","Non-Special Education",4.7,4.0,5.4,2.4,2.7
"New Hartford School District","=""0920011""","Special Education","*","*","*","*",9.5
"New Haven School District","=""0930011""","Non-Special Education",19.1,15.2,23.3,24.3,18.5
"New Haven School District","=""0930011""","Special Education",27.7,22.8,33.8,34.1,28.0
"New London School District","=""0950011""","Non-Special Education",23.7,16.8,18.3,16.6,15.0
"New London School District","=""0950011""","Special Education",35.2,31.5,37.7,22.9,29.4
"New Milford School District","=""0960011""","Non-Special Education",9.1,8.1,7.5,5.1,4.5
"New Milford School District","=""0960011""","Special Education",19.2,18.7,17.9,15.3,12.8
"Newington School District","=""0940011""","Non-Special Education",3.8,2.9,6.0,5.5,4.1
"Newington School District","=""0940011""","Special Education",12.2,8.7,15.0,13.7,11.4
"Newtown School District","=""0970011""","Non-Special Education",2.3,4.4,3.6,2.9,3.6
"Newtown School District","=""0970011""","Special Education",8.5,11.9,12.2,11.2,11.9
"Norfolk School District","=""0980011""","Non-Special Education",9.7,11.0,"*","*","*"
"Norfolk School District","=""0980011""","Special Education","*","*","*","*","*"
"North Branford School District","=""0990011""","Non-Special Education",14.5,13.0,4.1,3.1,3.5
"North Branford School District","=""0990011""","Special Education",20.0,23.5,11.1,9.5,13.1
"North Canaan School District","=""1000011""","Non-Special Education",12.6,14.4,4.6,6.4,4.8
"North Canaan School District","=""1000011""","Special Education","*",17.1,15.8,"*","*"
"North Haven School District","=""1010011""","Non-Special Education",6.5,9.1,7.9,17.1,3.3
"North Haven School District","=""1010011""","Special Education",16.3,17.4,16.7,20.2,10.8
"North Stonington School District","=""1020011""","Non-Special Education",8.5,10.5,6.7,1.6,4.0
"North Stonington School District","=""1020011""","Special Education",19.0,19.1,10.4,"*","*"
"Norwalk School District","=""1030011""","Non-Special Education",10.8,10.7,9.9,7.7,9.6
"Norwalk School District","=""1030011""","Special Education",18.7,19.1,17.9,12.3,14.4
"Norwich Free Academy District","=""9010022""","Non-Special Education",9.6,10.8,30.8,14.3,10.3
"Norwich Free Academy District","=""9010022""","Special Education",18.8,16.4,32.6,22.7,16.5
"Norwich School District","=""1040011""","Non-Special Education",12.6,11.5,12.6,10.9,7.9
"Norwich School District","=""1040011""","Special Education",22.9,23.1,25.9,24.2,17.8
"Odyssey Community School District","=""2630013""","Non-Special Education",8.6,9.0,12.3,6.8,4.3
"Odyssey Community School District","=""2630013""","Special Education","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Non-Special Education",15.8,15.9,5.4,10.7,5.5
"Old Saybrook School District","=""1060011""","Special Education",16.9,18.5,10.4,17.8,12.1
"Orange School District","=""1070011""","Non-Special Education",3.7,4.3,4.5,2.3,2.9
"Orange School District","=""1070011""","Special Education",6.2,7.4,9.0,11.4,6.4
"Oxford School District","=""1080011""","Non-Special Education",5.6,7.6,7.3,6.4,6.1
"Oxford School District","=""1080011""","Special Education",10.8,12.5,14.1,14.0,11.5
"Park City Prep Charter School District","=""2830013""","Non-Special Education",7.3,4.4,5.6,6.6,5.0
"Park City Prep Charter School District","=""2830013""","Special Education",26.1,"*","*",25.0,22.2
"Path Academy District","=""2930013""","Non-Special Education","N/A","N/A","N/A",83.1,100.0
"Path Academy District","=""2930013""","Special Education","N/A","N/A","N/A",81.8,100.0
"Plainfield School District","=""1090011""","Non-Special Education",9.9,10.7,11.4,8.3,10.3
"Plainfield School District","=""1090011""","Special Education",27.0,23.0,19.4,18.3,22.5
"Plainville School District","=""1100011""","Non-Special Education",9.2,9.4,6.7,6.5,7.4
"Plainville School District","=""1100011""","Special Education",18.4,22.7,14.1,17.9,13.4
"Plymouth School District","=""1110011""","Non-Special Education",6.6,8.5,8.9,10.5,9.0
"Plymouth School District","=""1110011""","Special Education",21.0,16.2,15.4,24.3,22.8
"Pomfret School District","=""1120011""","Non-Special Education",2.4,3.0,2.2,2.8,1.7
"Pomfret School District","=""1120011""","Special Education","*","*","*","*","*"
"Portland School District","=""1130011""","Non-Special Education",4.1,5.2,4.6,6.4,5.3
"Portland School District","=""1130011""","Special Education",9.5,12.8,13.3,15.7,12.8
"Preston School District","=""1140011""","Non-Special Education","*",8.8,"*",8.0,4.2
"Preston School District","=""1140011""","Special Education",0.0,8.7,"*",10.0,"*"
"Putnam School District","=""1160011""","Non-Special Education",11.0,12.3,12.4,12.9,13.2
"Putnam School District","=""1160011""","Special Education",19.9,25.7,20.8,22.0,22.0
"Redding School District","=""1170011""","Non-Special Education",4.8,5.1,1.3,2.7,2.4
"Redding School District","=""1170011""","Special Education",8.1,7.4,5.9,5.5,7.3
"Regional School District 01","=""2010012""","Non-Special Education",6.0,4.5,3.8,15.3,9.9
"Regional School District 01","=""2010012""","Special Education",12.1,"*",0.0,17.2,11.8
"Regional School District 04","=""2040012""","Non-Special Education",7.6,8.8,8.7,6.5,4.8
"Regional School District 04","=""2040012""","Special Education",14.9,19.2,18.3,16.7,18.5
"Regional School District 05","=""2050012""","Non-Special Education",8.3,10.8,11.2,9.8,2.0
"Regional School District 05","=""2050012""","Special Education",13.0,12.6,10.3,18.4,8.1
"Regional School District 06","=""2060012""","Non-Special Education",3.4,5.3,4.1,3.7,4.6
"Regional School District 06","=""2060012""","Special Education",10.7,9.3,6.7,10.2,5.7
"Regional School District 07","=""2070012""","Non-Special Education",17.9,5.6,5.2,4.4,2.8
"Regional School District 07","=""2070012""","Special Education",25.2,14.6,14.1,14.8,16.6
"Regional School District 08","=""2080012""","Non-Special Education",14.3,16.2,11.1,11.0,5.3
"Regional School District 08","=""2080012""","Special Education",25.5,26.2,22.7,24.9,18.6
"Regional School District 09","=""2090012""","Non-Special Education",13.3,12.6,9.3,8.9,8.3
"Regional School District 09","=""2090012""","Special Education",20.6,19.1,14.5,10.0,19.3
"Regional School District 10","=""2100012""","Non-Special Education",8.8,5.2,6.6,6.1,5.8
"Regional School District 10","=""2100012""","Special Education",8.8,7.3,13.7,8.8,9.8
"Regional School District 11","=""2110012""","Non-Special Education",5.5,8.4,4.2,6.9,9.8
"Regional School District 11","=""2110012""","Special Education",9.9,16.7,13.8,"*","*"
"Regional School District 12","=""2120012""","Non-Special Education",7.9,9.7,6.0,8.5,5.5
"Regional School District 12","=""2120012""","Special Education",11.2,15.9,12.1,9.7,6.6
"Regional School District 13","=""2130012""","Non-Special Education",3.3,3.8,3.6,3.5,3.7
"Regional School District 13","=""2130012""","Special Education",11.3,9.0,7.4,8.0,12.7
"Regional School District 14","=""2140012""","Non-Special Education",3.0,3.9,7.2,1.8,5.3
"Regional School District 14","=""2140012""","Special Education",4.8,6.5,10.3,3.7,12.7
"Regional School District 15","=""2150012""","Non-Special Education",3.6,4.7,3.4,3.5,2.3
"Regional School District 15","=""2150012""","Special Education",11.3,12.8,9.7,10.8,7.6
"Regional School District 16","=""2160012""","Non-Special Education",7.0,6.0,4.5,7.8,6.3
"Regional School District 16","=""2160012""","Special Education",10.6,11.7,8.1,14.8,12.7
"Regional School District 17","=""2170012""","Non-Special Education",3.7,2.4,3.3,3.6,3.5
"Regional School District 17","=""2170012""","Special Education",9.6,9.3,9.1,12.6,8.3
"Regional School District 18","=""2180012""","Non-Special Education",4.1,4.0,5.1,5.7,6.3
"Regional School District 18","=""2180012""","Special Education",8.6,10.1,12.9,15.9,11.2
"Regional School District 19","=""2190012""","Non-Special Education",14.0,13.6,13.8,4.9,7.8
"Regional School District 19","=""2190012""","Special Education",24.2,26.2,26.4,18.0,16.5
"Ridgefield School District","=""1180011""","Non-Special Education",4.8,6.0,5.4,4.7,3.9
"Ridgefield School District","=""1180011""","Special Education",10.2,13.4,12.8,13.0,10.6
"Rocky Hill School District","=""1190011""","Non-Special Education",6.5,7.9,5.7,6.7,7.7
"Rocky Hill School District","=""1190011""","Special Education",17.1,12.3,12.5,16.7,13.8
"Salem School District","=""1210011""","Non-Special Education",2.5,3.2,2.5,3.3,3.8
"Salem School District","=""1210011""","Special Education",15.0,"*",16.4,11.5,10.0
"Salisbury School District","=""1220011""","Non-Special Education",8.0,6.7,4.4,7.0,4.4
"Salisbury School District","=""1220011""","Special Education",0.0,"*","*","*","*"
"Scotland School District","=""1230011""","Non-Special Education","*","*","*","*","*"
"Scotland School District","=""1230011""","Special Education","*","*","*","*","*"
"Seymour School District","=""1240011""","Non-Special Education",7.3,11.1,8.0,5.4,7.4
"Seymour School District","=""1240011""","Special Education",11.4,17.0,17.8,12.7,17.5
"Sharon School District","=""1250011""","Non-Special Education",6.8,4.3,"*","*",5.3
"Sharon School District","=""1250011""","Special Education","*","*","*","*","*"
"Shelton School District","=""1260011""","Non-Special Education",6.7,12.9,11.1,11.1,12.6
"Shelton School District","=""1260011""","Special Education",11.8,15.7,18.7,18.1,19.0
"Sherman School District","=""1270011""","Non-Special Education",5.0,6.9,5.8,6.2,4.2
"Sherman School District","=""1270011""","Special Education",10.5,"*",14.0,"*",15.2
"Side By Side Charter School District","=""2700013""","Non-Special Education",6.3,6.6,5.5,9.6,3.5
"Side By Side Charter School District","=""2700013""","Special Education","*","*","*","*","*"
"Simsbury School District","=""1280011""","Non-Special Education",4.1,5.7,5.1,4.2,3.6
"Simsbury School District","=""1280011""","Special Education",9.6,11.7,14.2,13.0,12.4
"Somers School District","=""1290011""","Non-Special Education",14.2,12.4,9.2,11.1,9.7
"Somers School District","=""1290011""","Special Education",17.3,20.8,17.7,17.2,19.7
"South Windsor School District","=""1320011""","Non-Special Education",12.3,4.4,2.6,2.6,2.6
"South Windsor School District","=""1320011""","Special Education",29.3,15.4,10.5,11.0,13.1
"Southington School District","=""1310011""","Non-Special Education",5.9,5.7,5.5,5.0,5.5
"Southington School District","=""1310011""","Special Education",16.0,14.9,15.0,13.7,12.0
"Sprague School District","=""1330011""","Non-Special Education",6.4,6.5,6.4,10.9,6.9
"Sprague School District","=""1330011""","Special Education",23.3,26.7,22.0,17.0,16.7
"Stafford School District","=""1340011""","Non-Special Education",7.6,6.2,6.8,7.7,7.0
"Stafford School District","=""1340011""","Special Education",9.8,14.8,12.6,15.7,14.0
"Stamford Academy District","=""2820013""","Non-Special Education","*",97.0,"*",88.7,99.2
"Stamford Academy District","=""2820013""","Special Education","*","*",0.0,79.2,100.0
"Stamford Charter School for Excellence District","=""2960013""","Non-Special Education","N/A","N/A","N/A","N/A",7.9
"Stamford Charter School for Excellence District","=""2960013""","Special Education","N/A","N/A","N/A","N/A","*"
"Stamford School District","=""1350011""","Non-Special Education",9.1,13.8,9.3,13.0,10.5
"Stamford School District","=""1350011""","Special Education",14.3,21.1,15.2,21.0,20.5
"State Level","=""0000000""","Non-Special Education",10.0,10.4,9.5,9.3,8.3
"State Level","=""0000000""","Special Education",18.6,19.4,19.1,19.0,18.1
"Sterling School District","=""1360011""","Non-Special Education",6.6,3.1,6.0,5.5,7.3
