"Chronic Absenteeism, Trend"
", Special Education Status"

"",,,"% Chronically Absent",,,,
"Sterling School District","=""1360011""","Special Education",18.2,15.9,12.9,15.9,18.0
"Stonington School District","=""1370011""","Non-Special Education",15.9,5.2,7.6,6.5,5.4
"Stonington School District","=""1370011""","Special Education",23.2,14.3,16.5,19.4,11.4
"Stratford School District","=""1380011""","Non-Special Education",8.6,11.6,10.3,9.3,10.5
"Stratford School District","=""1380011""","Special Education",16.8,19.7,19.3,18.0,20.7
"Suffield School District","=""1390011""","Non-Special Education",7.1,5.3,6.2,1.3,4.8
"Suffield School District","=""1390011""","Special Education",11.8,9.5,11.9,"*",15.8
"The Bridge Academy District","=""2690013""","Non-Special Education",5.0,4.5,7.1,5.9,6.7
"The Bridge Academy District","=""2690013""","Special Education",0.0,"*",16.2,16.7,18.6
"The Gilbert School District","=""9020022""","Non-Special Education",12.7,14.1,14.0,21.1,4.1
"The Gilbert School District","=""9020022""","Special Education",14.3,19.7,25.9,35.2,9.5
"Thomaston School District","=""1400011""","Non-Special Education",4.9,5.6,5.3,6.0,6.4
"Thomaston School District","=""1400011""","Special Education",12.1,13.4,7.0,11.4,10.6
"Thompson School District","=""1410011""","Non-Special Education",11.0,7.9,5.6,5.4,7.2
"Thompson School District","=""1410011""","Special Education",19.5,11.7,6.9,6.5,12.1
"Tolland School District","=""1420011""","Non-Special Education",4.8,4.5,2.9,3.8,3.9
"Tolland School District","=""1420011""","Special Education",15.3,15.0,7.4,9.3,12.0
"Torrington School District","=""1430011""","Non-Special Education",13.0,12.2,12.7,9.2,8.6
"Torrington School District","=""1430011""","Special Education",19.7,22.3,21.4,17.4,14.7
"Trailblazers Academy District","=""2780013""","Non-Special Education",5.3,"*",0.0,62.4,22.8
"Trailblazers Academy District","=""2780013""","Special Education","*","*",0.0,73.8,"*"
"Trumbull School District","=""1440011""","Non-Special Education",5.8,3.7,1.8,3.0,4.1
"Trumbull School District","=""1440011""","Special Education",9.3,8.1,5.3,7.6,11.6
"Unified School District #1","=""3360015""","Non-Special Education",51.7,50.0,26.1,37.2,39.2
"Unified School District #1","=""3360015""","Special Education",39.5,33.1,17.0,25.5,28.6
"Unified School District #2","=""3470015""","Non-Special Education",11.3,"*","*","*","*"
"Unified School District #2","=""3470015""","Special Education",21.9,28.2,"*","*",7.7
"Union School District","=""1450011""","Non-Special Education",0.0,0.0,"*","*","*"
"Union School District","=""1450011""","Special Education","*","*","*","*","*"
"Vernon School District","=""1460011""","Non-Special Education",8.3,6.6,5.8,7.0,7.9
"Vernon School District","=""1460011""","Special Education",21.7,17.9,15.3,19.6,21.2
"Voluntown School District","=""1470011""","Non-Special Education",7.7,7.1,9.1,5.4,"*"
"Voluntown School District","=""1470011""","Special Education","*",19.0,"*",12.3,"*"
"Wallingford School District","=""1480011""","Non-Special Education",9.6,8.4,4.7,4.1,3.9
"Wallingford School District","=""1480011""","Special Education",23.5,18.8,12.5,13.4,13.9
"Waterbury School District","=""1510011""","Non-Special Education",16.2,17.8,18.3,16.2,13.6
"Waterbury School District","=""1510011""","Special Education",27.6,29.7,31.5,29.5,28.3
"Waterford School District","=""1520011""","Non-Special Education",6.3,6.9,5.0,4.6,4.7
"Waterford School District","=""1520011""","Special Education",12.8,11.7,10.7,13.3,11.2
"Watertown School District","=""1530011""","Non-Special Education",10.2,9.3,9.4,8.4,6.5
"Watertown School District","=""1530011""","Special Education",20.5,17.7,17.8,16.1,16.6
"West Hartford School District","=""1550011""","Non-Special Education",4.8,5.2,4.1,4.4,4.3
"West Hartford School District","=""1550011""","Special Education",11.2,12.6,12.5,12.4,13.1
"West Haven School District","=""1560011""","Non-Special Education",13.9,15.4,13.4,14.7,9.7
"West Haven School District","=""1560011""","Special Education",18.5,24.2,23.3,24.6,20.1
"Westbrook School District","=""1540011""","Non-Special Education",5.2,6.4,4.1,3.3,3.3
"Westbrook School District","=""1540011""","Special Education","*",14.5,11.9,6.8,11.0
"Weston School District","=""1570011""","Non-Special Education",11.2,7.2,5.1,5.5,3.7
"Weston School District","=""1570011""","Special Education",10.3,15.0,9.5,9.8,7.6
"Westport School District","=""1580011""","Non-Special Education",1.8,2.1,2.4,1.4,2.0
"Westport School District","=""1580011""","Special Education",4.3,6.9,6.1,5.6,6.4
"Wethersfield School District","=""1590011""","Non-Special Education",4.2,8.3,3.5,3.3,3.1
"Wethersfield School District","=""1590011""","Special Education",9.8,17.3,10.4,8.9,8.5
"Willington School District","=""1600011""","Non-Special Education",3.5,4.8,2.4,5.5,4.0
"Willington School District","=""1600011""","Special Education",11.3,"*",14.3,14.9,"*"
"Wilton School District","=""1610011""","Non-Special Education",15.3,16.6,12.6,3.5,3.7
"Wilton School District","=""1610011""","Special Education",16.6,18.0,19.4,8.4,9.8
"Winchester School District","=""1620011""","Non-Special Education",9.0,5.1,6.1,5.7,4.7
"Winchester School District","=""1620011""","Special Education",17.6,12.1,19.0,10.6,17.2
"Windham School District","=""1630011""","Non-Special Education",16.4,16.9,15.5,13.5,14.1
"Windham School District","=""1630011""","Special Education",27.8,28.4,29.8,25.2,25.3
"Windsor Locks School District","=""1650011""","Non-Special Education",10.7,9.5,9.5,11.8,11.0
"Windsor Locks School District","=""1650011""","Special Education",15.2,16.5,14.6,23.0,19.6
"Windsor School District","=""1640011""","Non-Special Education",7.5,8.3,9.6,6.8,6.6
"Windsor School District","=""1640011""","Special Education",10.2,11.6,17.0,13.5,18.9
"Wolcott School District","=""1660011""","Non-Special Education",2.5,2.4,2.5,3.1,2.4
"Wolcott School District","=""1660011""","Special Education",12.9,11.2,12.6,10.4,8.5
"Woodbridge School District","=""1670011""","Non-Special Education",3.3,4.9,5.8,4.5,4.3
"Woodbridge School District","=""1670011""","Special Education",8.2,8.1,12.9,10.0,7.3
"Woodstock Academy District","=""9030022""","Non-Special Education",5.2,6.0,6.3,7.7,6.0
"Woodstock Academy District","=""9030022""","Special Education",21.4,"*","*",12.2,12.5
"Woodstock School District","=""1690011""","Non-Special Education",4.4,4.4,4.1,5.1,1.6
"Woodstock School District","=""1690011""","Special Education",9.9,9.9,9.3,10.1,6.3

